<Date>, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>
2/24/2026,17:30:00,6951.00,6952.25,6948.75,6951.25,2756
2/24/2026,17:45:00,6950.75,6953.75,6949.50,6952.50,2781
2/24/2026,18:00:00,6952.50,6955.75,6951.75,6954.00,2652
2/24/2026,18:15:00,6954.00,6954.25,6950.75,6951.00,3530
2/24/2026,18:30:00,6951.00,6953.75,6950.00,6950.75,2371
2/24/2026,18:45:00,6950.75,6957.00,6949.00,6956.75,3933
2/24/2026,19:00:00,6956.75,6959.50,6954.25,6958.00,3465
2/24/2026,19:15:00,6958.25,6961.75,6956.75,6961.25,5217
2/24/2026,19:30:00,6961.25,6964.25,6958.50,6960.25,5509
2/24/2026,19:45:00,6960.00,6963.75,6958.50,6962.50,3398
2/24/2026,20:00:00,6962.75,6966.00,6962.50,6964.25,4383
2/24/2026,20:15:00,6964.25,6966.00,6962.00,6964.25,3349
2/24/2026,20:30:00,6964.25,6965.75,6962.00,6965.00,2397
2/24/2026,20:45:00,6965.25,6967.25,6964.25,6964.50,2788
2/24/2026,21:00:00,6964.50,6966.75,6963.50,6966.50,1812
2/24/2026,21:15:00,6966.25,6966.75,6960.50,6960.75,3284
2/24/2026,21:30:00,6961.00,6961.50,6955.75,6958.00,4413
2/24/2026,21:45:00,6958.00,6959.75,6942.25,6956.25,12750
2/24/2026,22:00:00,6956.25,6962.00,6955.50,6959.75,3614
2/24/2026,22:15:00,6960.00,6960.00,6953.00,6954.50,3443
2/24/2026,22:30:00,6954.50,6957.50,6953.00,6957.00,2105
2/24/2026,22:45:00,6957.50,6959.50,6957.25,6957.75,1885
2/24/2026,23:00:00,6957.75,6958.75,6955.25,6956.00,1426
2/24/2026,23:15:00,6956.25,6960.25,6955.50,6956.75,2025
2/24/2026,23:30:00,6956.75,6957.00,6953.25,6954.50,1749
2/24/2026,23:45:00,6954.50,6955.50,6952.50,6954.25,1566
2/25/2026,00:00:00,6954.50,6957.25,6953.25,6954.00,1534
2/25/2026,00:15:00,6953.75,6955.75,6952.50,6955.50,1721
2/25/2026,00:30:00,6955.50,6959.25,6954.50,6955.75,1987
2/25/2026,00:45:00,6955.50,6959.00,6954.50,6956.75,1509
2/25/2026,01:00:00,6956.50,6956.75,6954.75,6955.50,1101
2/25/2026,01:15:00,6955.50,6958.00,6954.00,6955.25,1942
2/25/2026,01:30:00,6955.25,6956.50,6953.75,6955.00,1282
2/25/2026,01:45:00,6955.00,6955.25,6951.00,6952.75,2035
2/25/2026,02:00:00,6952.75,6955.25,6952.75,6953.50,1069
2/25/2026,02:15:00,6953.50,6962.25,6953.25,6958.00,6236
2/25/2026,02:30:00,6958.00,6964.00,6956.25,6961.75,3800
2/25/2026,02:45:00,6961.75,6963.25,6959.00,6962.25,2532
2/25/2026,03:00:00,6962.25,6964.00,6960.25,6962.00,2331
2/25/2026,03:15:00,6961.75,6964.50,6958.50,6963.50,3133
2/25/2026,03:30:00,6963.75,6964.25,6960.50,6961.75,2199
2/25/2026,03:45:00,6961.75,6965.25,6961.00,6965.25,2136
2/25/2026,04:00:00,6965.00,6965.50,6962.25,6964.50,2092
2/25/2026,04:15:00,6964.50,6965.50,6960.50,6962.25,2547
2/25/2026,04:30:00,6962.25,6964.75,6961.00,6963.50,2424
2/25/2026,04:45:00,6963.25,6967.00,6963.00,6966.00,2337
2/25/2026,05:00:00,6966.00,6966.25,6960.75,6962.00,2492
2/25/2026,05:15:00,6962.00,6963.25,6961.00,6963.00,1805
2/25/2026,05:30:00,6963.00,6965.00,6962.00,6964.00,1855
2/25/2026,05:45:00,6964.25,6970.00,6964.25,6969.75,4066
2/25/2026,06:00:00,6970.00,6974.00,6969.50,6973.50,3975
2/25/2026,06:15:00,6973.50,6974.25,6970.00,6971.25,4443
2/25/2026,06:30:00,6971.50,6978.25,6971.25,6974.75,6159
2/25/2026,06:45:00,6974.75,6977.25,6972.50,6974.75,4374
2/25/2026,07:00:00,6975.00,6978.25,6974.50,6976.00,5247
2/25/2026,07:15:00,6976.00,6978.50,6975.25,6978.25,4390
2/25/2026,07:30:00,6978.25,6978.25,6974.00,6975.75,5007
2/25/2026,07:45:00,6976.00,6976.00,6971.75,6973.25,6596
2/25/2026,08:00:00,6973.25,6979.25,6972.50,6977.00,8269
2/25/2026,08:15:00,6977.00,6986.25,6977.00,6981.50,18521
2/25/2026,08:30:00,6981.50,6982.25,6976.50,6980.25,17816
2/25/2026,08:45:00,6980.25,6992.75,6979.50,6987.75,92427
2/25/2026,09:00:00,6987.75,6998.75,6986.75,6991.75,72953
2/25/2026,09:15:00,6991.75,6994.50,6981.75,6983.50,62835
2/25/2026,09:30:00,6983.25,6990.75,6980.75,6990.00,56379
2/25/2026,09:45:00,6989.75,6992.00,6978.75,6983.75,61593
2/25/2026,10:00:00,6984.00,6987.25,6980.00,6986.75,42570
2/25/2026,10:15:00,6986.75,6992.75,6986.25,6990.00,44993
2/25/2026,10:30:00,6990.00,6994.50,6985.25,6993.25,38487
2/25/2026,10:45:00,6993.50,6998.50,6992.50,6997.50,38887
2/25/2026,11:00:00,6997.75,7002.50,6997.50,6999.00,35721
2/25/2026,11:15:00,6999.25,7002.25,6996.25,7001.50,29512
2/25/2026,11:30:00,7001.75,7002.25,6998.00,6998.25,18734
2/25/2026,11:45:00,6998.25,7003.25,6997.25,7002.00,21852
2/25/2026,12:00:00,7002.00,7004.50,7001.00,7004.25,19852
2/25/2026,12:15:00,7004.25,7005.50,7002.75,7003.50,13030
2/25/2026,12:30:00,7003.50,7003.50,7000.50,7001.75,14437
2/25/2026,12:45:00,7001.50,7005.00,7000.75,7004.00,9824
2/25/2026,13:00:00,7004.00,7005.75,7003.00,7003.75,5981
2/25/2026,13:15:00,7003.50,7008.75,7003.50,7007.25,12083
2/25/2026,13:30:00,7007.25,7009.50,7006.25,7007.25,9575
2/25/2026,13:45:00,7007.25,7011.75,7007.25,7009.25,14072
2/25/2026,14:00:00,7009.25,7011.50,7009.00,7009.25,10544
2/25/2026,14:15:00,7009.25,7012.00,7008.25,7009.25,12424
2/25/2026,14:30:00,7009.25,7010.25,7006.50,7007.50,14201
2/25/2026,14:45:00,7007.50,7011.25,7005.75,7009.25,21111
2/25/2026,15:00:00,7009.00,7015.50,7007.50,7009.25,45990
2/25/2026,15:15:00,7009.50,7013.25,7008.00,7011.75,13811
2/25/2026,15:30:00,7011.75,7013.00,7008.00,7011.50,4166
2/25/2026,15:45:00,7011.75,7037.75,7010.00,7023.25,22995
2/25/2026,16:00:00,7023.25,7027.25,7018.75,7025.00,8311
2/25/2026,17:15:00,7016.00,7018.75,7009.50,7012.50,10155
2/25/2026,17:30:00,7012.25,7014.50,7008.25,7011.00,5927
2/25/2026,17:45:00,7011.25,7011.75,6991.50,6998.50,16806
2/25/2026,18:00:00,6998.25,7002.75,6996.75,6998.50,9466
2/25/2026,18:15:00,6998.25,7003.00,6995.75,7002.25,9262
2/25/2026,18:30:00,7002.50,7004.25,6999.25,7003.25,4911
2/25/2026,18:45:00,7003.50,7004.50,6998.00,6999.25,5109
2/25/2026,19:00:00,6999.50,7001.75,6998.75,6999.75,3625
2/25/2026,19:15:00,6999.75,7000.50,6994.50,6998.50,5986
2/25/2026,19:30:00,6998.50,7000.00,6992.50,6992.50,5397
2/25/2026,19:45:00,6992.75,7001.25,6991.25,7000.25,7084
2/25/2026,20:00:00,7000.25,7002.25,6999.25,7001.25,3569
2/25/2026,20:15:00,7001.25,7002.25,6994.75,6997.00,5034
2/25/2026,20:30:00,6997.00,7000.25,6996.75,6998.00,2526
2/25/2026,20:45:00,6998.25,6998.75,6996.00,6997.25,2808
2/25/2026,21:00:00,6997.75,6999.75,6997.50,6999.00,2180
2/25/2026,21:15:00,6999.25,7000.25,6997.00,6998.50,2113
2/25/2026,21:30:00,6998.50,7000.25,6998.00,6999.50,1483
2/25/2026,21:45:00,6999.25,7003.50,6998.75,7000.75,2970
2/25/2026,22:00:00,7000.75,7002.00,6998.25,6998.50,2106
2/25/2026,22:15:00,6998.50,7000.00,6997.50,6998.00,2150
2/25/2026,22:30:00,6998.00,6999.00,6997.25,6997.75,1418
2/25/2026,22:45:00,6998.00,6999.50,6997.00,6998.50,1460
2/25/2026,23:00:00,6998.25,6999.50,6997.50,6998.00,948
2/25/2026,23:15:00,6998.00,6998.25,6994.00,6994.00,3436
2/25/2026,23:30:00,6994.00,6997.00,6993.50,6995.25,2481
2/25/2026,23:45:00,6995.00,6996.00,6994.50,6995.50,1417
2/26/2026,00:00:00,6995.75,6997.75,6995.00,6997.00,1871
2/26/2026,00:15:00,6997.00,7001.25,6996.75,7001.25,2687
2/26/2026,00:30:00,7001.25,7001.25,6997.50,6998.00,2439
2/26/2026,00:45:00,6997.75,7001.25,6997.00,7000.75,2530
2/26/2026,01:00:00,7000.75,7003.75,6999.00,6999.50,4087
2/26/2026,01:15:00,6999.50,7003.50,6999.50,7003.25,3549
2/26/2026,01:30:00,7003.00,7004.00,6999.25,7001.25,2476
2/26/2026,01:45:00,7001.00,7004.50,7000.25,7004.50,2846
2/26/2026,02:00:00,7004.25,7005.25,7000.75,7001.00,2504
2/26/2026,02:15:00,7001.25,7005.00,7000.25,7004.50,3921
2/26/2026,02:30:00,7004.50,7010.00,7004.25,7006.25,7989
2/26/2026,02:45:00,7006.00,7006.75,7001.50,7002.00,3158
2/26/2026,03:00:00,7002.00,7004.25,7000.50,7002.25,3586
2/26/2026,03:15:00,7002.50,7006.00,7001.25,7006.00,3757
2/26/2026,03:30:00,7006.00,7007.75,7005.00,7007.50,3402
2/26/2026,03:45:00,7007.50,7012.25,7006.50,7011.25,3515
2/26/2026,04:00:00,7011.25,7013.25,7007.75,7008.50,3097
2/26/2026,04:15:00,7008.75,7010.50,7006.50,7008.50,2594
2/26/2026,04:30:00,7008.75,7009.25,7004.50,7005.00,2283
2/26/2026,04:45:00,7005.00,7007.25,7002.75,7005.50,2610
2/26/2026,05:00:00,7005.75,7006.00,7001.25,7003.25,2339
2/26/2026,05:15:00,7003.50,7005.50,7002.25,7004.50,2228
2/26/2026,05:30:00,7004.00,7007.25,7003.00,7006.50,2365
2/26/2026,05:45:00,7006.50,7007.75,7004.25,7004.25,2577
2/26/2026,06:00:00,7004.50,7008.50,7003.25,7006.75,2887
2/26/2026,06:15:00,7006.75,7010.75,7006.75,7008.50,3864
2/26/2026,06:30:00,7008.25,7013.75,7008.25,7013.25,4455
2/26/2026,06:45:00,7013.25,7015.25,7010.00,7014.25,5116
2/26/2026,07:00:00,7014.25,7014.50,7011.25,7011.75,3724
2/26/2026,07:15:00,7011.75,7014.50,7010.50,7014.25,4766
2/26/2026,07:30:00,7014.00,7016.50,7013.25,7016.50,5772
2/26/2026,07:45:00,7016.00,7018.00,7014.75,7015.25,6080
2/26/2026,08:00:00,7015.00,7020.25,7015.00,7016.50,6997
2/26/2026,08:15:00,7016.25,7018.00,7012.50,7014.75,9072
2/26/2026,08:30:00,7014.75,7016.25,7009.00,7011.00,13232
2/26/2026,08:45:00,7010.75,7010.75,6986.50,6992.00,141754
2/26/2026,09:00:00,6992.00,6993.50,6981.50,6984.00,107003
2/26/2026,09:15:00,6984.25,6988.00,6962.75,6963.00,118416
2/26/2026,09:30:00,6963.00,6963.25,6924.25,6933.75,202414
2/26/2026,09:45:00,6933.75,6948.25,6920.50,6946.25,118933
2/26/2026,10:00:00,6946.25,6959.00,6943.50,6954.50,83848
2/26/2026,10:15:00,6954.50,6963.25,6951.75,6963.25,60396
2/26/2026,10:30:00,6963.25,6968.50,6958.75,6964.75,50891
2/26/2026,10:45:00,6964.75,6966.75,6945.50,6945.75,59839
2/26/2026,11:00:00,6945.75,6952.50,6937.50,6939.75,63747
2/26/2026,11:15:00,6939.50,6947.75,6937.75,6939.75,45788
2/26/2026,11:30:00,6939.75,6942.75,6937.50,6940.00,30581
2/26/2026,11:45:00,6939.75,6948.25,6933.25,6933.75,38413
2/26/2026,12:00:00,6933.50,6935.75,6927.00,6931.75,32922
2/26/2026,12:15:00,6931.75,6932.75,6924.25,6930.25,36919
2/26/2026,12:30:00,6930.25,6936.75,6926.25,6934.00,29757
2/26/2026,12:45:00,6933.75,6955.25,6931.25,6952.50,55225
2/26/2026,13:00:00,6952.75,6959.25,6948.00,6951.50,29761
2/26/2026,13:15:00,6951.50,6965.50,6949.00,6962.50,33074
2/26/2026,13:30:00,6962.75,6970.75,6962.00,6963.75,36213
2/26/2026,13:45:00,6964.00,6971.00,6962.25,6969.00,20267
2/26/2026,14:00:00,6969.25,6974.50,6967.75,6967.75,23209
2/26/2026,14:15:00,6968.00,6976.00,6966.00,6967.00,27368
2/26/2026,14:30:00,6966.75,6970.25,6963.75,6964.25,22536
2/26/2026,14:45:00,6964.50,6973.00,6964.00,6971.00,25622
2/26/2026,15:00:00,6971.00,6971.50,6964.25,6971.25,50000
2/26/2026,15:15:00,6971.00,6972.50,6965.75,6968.00,14999
2/26/2026,15:30:00,6968.00,6969.00,6965.50,6966.75,3339
2/26/2026,15:45:00,6966.75,6967.75,6960.00,6961.00,5509
2/26/2026,16:00:00,6960.75,6960.75,6952.50,6953.75,6656
2/26/2026,17:15:00,6950.00,6950.50,6933.25,6946.50,14353
2/26/2026,17:30:00,6946.50,6950.50,6944.25,6948.25,7416
2/26/2026,17:45:00,6948.25,6948.75,6940.25,6940.75,6805
2/26/2026,18:00:00,6941.00,6943.25,6938.00,6942.25,6494
2/26/2026,18:15:00,6942.00,6946.50,6939.50,6945.75,6036
2/26/2026,18:30:00,6945.75,6948.75,6942.25,6943.25,4926
2/26/2026,18:45:00,6943.00,6944.00,6933.50,6934.25,7615
2/26/2026,19:00:00,6934.25,6942.75,6932.75,6940.75,6231
2/26/2026,19:15:00,6940.75,6943.75,6938.50,6943.75,4820
2/26/2026,19:30:00,6943.75,6947.00,6940.75,6941.00,5428
2/26/2026,19:45:00,6941.00,6944.25,6937.50,6939.50,5413
2/26/2026,20:00:00,6939.75,6944.25,6938.25,6942.50,3550
2/26/2026,20:15:00,6942.75,6947.00,6942.50,6944.75,4345
2/26/2026,20:30:00,6944.25,6948.25,6944.25,6947.25,2811
2/26/2026,20:45:00,6947.25,6947.75,6942.75,6944.25,2624
2/26/2026,21:00:00,6944.25,6949.50,6943.25,6949.50,2775
2/26/2026,21:15:00,6949.25,6950.00,6948.25,6949.00,2604
2/26/2026,21:30:00,6948.75,6949.75,6945.50,6946.50,2479
2/26/2026,21:45:00,6946.25,6947.50,6943.75,6946.25,2413
2/26/2026,22:00:00,6946.00,6949.50,6945.00,6948.00,2214
2/26/2026,22:15:00,6948.00,6950.50,6948.00,6948.75,2833
2/26/2026,22:30:00,6948.75,6949.25,6946.00,6949.00,1734
2/26/2026,22:45:00,6948.75,6951.25,6947.25,6950.75,1794
2/26/2026,23:00:00,6950.50,6950.75,6948.25,6948.75,1198
2/26/2026,23:15:00,6948.75,6953.75,6948.50,6953.50,2650
2/26/2026,23:30:00,6953.50,6956.00,6953.25,6955.75,2533
2/26/2026,23:45:00,6955.75,6956.75,6953.50,6954.75,1949
2/27/2026,00:00:00,6955.00,6955.75,6950.75,6951.25,2044
2/27/2026,00:15:00,6951.25,6953.25,6946.00,6946.50,3600
2/27/2026,00:30:00,6946.75,6947.50,6942.25,6945.75,3906
2/27/2026,00:45:00,6945.50,6952.25,6945.25,6950.75,2834
2/27/2026,01:00:00,6951.00,6952.00,6949.25,6950.25,1623
2/27/2026,01:15:00,6950.25,6954.75,6950.25,6952.50,2767
2/27/2026,01:30:00,6952.25,6958.00,6952.00,6957.50,2621
2/27/2026,01:45:00,6957.50,6958.00,6955.25,6956.75,2623
2/27/2026,02:00:00,6956.50,6957.75,6955.00,6956.75,1895
2/27/2026,02:15:00,6956.75,6960.50,6951.25,6951.50,6060
2/27/2026,02:30:00,6951.50,6957.50,6949.75,6955.75,4795
2/27/2026,02:45:00,6955.75,6959.50,6952.50,6954.25,3225
2/27/2026,03:00:00,6954.25,6957.75,6953.75,6957.00,2490
2/27/2026,03:15:00,6957.25,6963.25,6955.50,6961.25,5346
2/27/2026,03:30:00,6961.50,6965.50,6958.00,6960.75,8825
2/27/2026,03:45:00,6960.75,6961.00,6951.25,6951.25,4620
2/27/2026,04:00:00,6951.25,6954.25,6950.00,6951.00,3798
2/27/2026,04:15:00,6951.25,6952.25,6936.75,6940.75,8234
2/27/2026,04:30:00,6941.00,6948.75,6941.00,6947.25,5626
2/27/2026,04:45:00,6947.00,6952.25,6946.00,6950.50,5830
2/27/2026,05:00:00,6950.75,6950.75,6940.75,6944.50,5372
2/27/2026,05:15:00,6944.50,6946.25,6938.75,6941.50,6026
2/27/2026,05:30:00,6941.25,6944.75,6939.25,6941.25,5814
2/27/2026,05:45:00,6941.25,6943.50,6928.25,6931.00,10405
2/27/2026,06:00:00,6931.00,6936.00,6930.50,6934.75,9988
2/27/2026,06:15:00,6934.75,6940.25,6928.75,6939.75,12099
2/27/2026,06:30:00,6939.75,6943.50,6938.75,6940.00,6047
2/27/2026,06:45:00,6940.00,6942.50,6929.25,6929.75,9483
2/27/2026,07:00:00,6929.50,6931.75,6923.50,6927.50,13890
2/27/2026,07:15:00,6927.50,6932.25,6923.75,6925.00,14586
2/27/2026,07:30:00,6925.00,6927.75,6914.75,6917.00,17842
2/27/2026,07:45:00,6917.50,6917.75,6900.75,6908.00,35918
2/27/2026,08:00:00,6908.25,6917.00,6908.00,6915.25,25889
2/27/2026,08:15:00,6915.50,6916.50,6908.50,6912.25,21135
2/27/2026,08:30:00,6912.00,6912.00,6902.00,6905.50,26388
2/27/2026,08:45:00,6905.50,6917.50,6891.25,6900.75,135473
2/27/2026,09:00:00,6901.00,6913.75,6896.75,6903.50,93369
2/27/2026,09:15:00,6903.25,6929.75,6901.25,6920.75,88635
2/27/2026,09:30:00,6920.50,6924.75,6910.50,6920.00,71193
2/27/2026,09:45:00,6920.25,6932.50,6912.00,6931.75,65144
2/27/2026,10:00:00,6931.75,6935.50,6917.00,6927.25,68115
2/27/2026,10:15:00,6927.25,6934.25,6921.50,6930.00,59434
2/27/2026,10:30:00,6930.00,6935.75,6926.25,6928.75,50481
2/27/2026,10:45:00,6929.00,6938.00,6921.50,6922.00,45824
2/27/2026,11:00:00,6922.25,6934.25,6920.50,6923.75,46327
2/27/2026,11:15:00,6923.50,6938.00,6923.00,6923.75,40313
2/27/2026,11:30:00,6923.75,6924.25,6907.75,6916.25,55746
2/27/2026,11:45:00,6916.25,6926.50,6911.25,6914.25,63401
2/27/2026,12:00:00,6914.25,6920.00,6909.50,6918.75,32586
2/27/2026,12:15:00,6918.75,6922.00,6913.25,6913.50,28349
2/27/2026,12:30:00,6913.50,6915.00,6905.50,6913.00,34747
2/27/2026,12:45:00,6913.00,6917.50,6907.75,6913.50,28953
2/27/2026,13:00:00,6913.25,6915.75,6909.75,6914.75,24605
2/27/2026,13:15:00,6914.50,6925.00,6911.00,6913.75,37779
2/27/2026,13:30:00,6914.00,6916.25,6909.75,6910.75,21891
2/27/2026,13:45:00,6911.00,6915.25,6904.75,6908.75,31456
2/27/2026,14:00:00,6908.75,6911.50,6906.00,6908.50,22568
2/27/2026,14:15:00,6908.25,6927.25,6908.00,6927.25,37053
2/27/2026,14:30:00,6927.25,6936.00,6926.25,6931.25,46354
2/27/2026,14:45:00,6931.00,6933.50,6920.00,6925.75,45362
2/27/2026,15:00:00,6925.50,6943.75,6924.50,6938.00,107151
2/27/2026,15:15:00,6938.00,6938.75,6930.75,6935.00,34183
2/27/2026,15:30:00,6935.00,6935.50,6926.50,6928.50,9804
2/27/2026,15:45:00,6928.75,6931.00,6927.00,6928.00,5711
2/27/2026,16:00:00,6928.00,6928.00,6922.75,6925.25,7437
3/1/2026,17:15:00,6878.75,6888.00,6856.75,6878.50,28273
3/1/2026,17:30:00,6878.50,6881.00,6870.25,6873.50,12848
3/1/2026,17:45:00,6873.00,6875.75,6864.25,6874.00,14166
3/1/2026,18:00:00,6874.00,6876.75,6864.25,6866.50,9746
3/1/2026,18:15:00,6866.75,6874.75,6861.50,6869.25,12223
3/1/2026,18:30:00,6869.00,6869.75,6859.00,6864.00,11661
3/1/2026,18:45:00,6864.00,6870.50,6859.00,6869.50,7398
3/1/2026,19:00:00,6869.50,6881.50,6869.50,6880.00,9116
3/1/2026,19:15:00,6879.25,6906.75,6878.75,6901.50,21799
3/1/2026,19:30:00,6901.50,6902.50,6895.00,6899.50,10600
3/1/2026,19:45:00,6899.75,6907.00,6898.00,6902.25,10727
3/1/2026,20:00:00,6902.00,6903.25,6897.25,6899.25,6673
3/1/2026,20:15:00,6899.50,6902.75,6891.50,6894.00,8674
3/1/2026,20:30:00,6894.00,6895.75,6888.00,6888.75,7093
3/1/2026,20:45:00,6888.50,6896.75,6887.25,6894.50,5418
3/1/2026,21:00:00,6894.75,6895.75,6885.25,6889.75,6484
3/1/2026,21:15:00,6890.00,6891.75,6886.50,6889.75,3754
3/1/2026,21:30:00,6889.75,6893.00,6886.75,6891.00,5010
3/1/2026,21:45:00,6891.25,6891.50,6884.75,6886.25,3899
3/1/2026,22:00:00,6886.50,6890.25,6885.00,6886.75,2946
3/1/2026,22:15:00,6886.50,6888.75,6885.25,6888.00,2622
3/1/2026,22:30:00,6887.75,6890.00,6877.25,6889.25,9528
3/1/2026,22:45:00,6889.00,6894.25,6887.50,6889.50,5160
3/1/2026,23:00:00,6889.75,6890.25,6879.00,6880.25,3982
3/1/2026,23:15:00,6880.25,6882.75,6875.50,6877.50,4708
3/1/2026,23:30:00,6878.00,6881.25,6873.75,6876.25,4245
3/1/2026,23:45:00,6876.50,6880.00,6875.50,6877.00,2384
3/2/2026,00:00:00,6877.00,6877.50,6864.25,6865.25,5814
3/2/2026,00:15:00,6865.00,6869.75,6864.50,6868.00,4114
3/2/2026,00:30:00,6868.25,6870.25,6856.25,6865.25,8856
3/2/2026,00:45:00,6865.50,6866.75,6852.25,6854.50,6886
3/2/2026,01:00:00,6854.75,6855.00,6836.50,6848.25,13944
3/2/2026,01:15:00,6848.25,6851.50,6832.75,6836.25,14779
3/2/2026,01:30:00,6836.50,6849.00,6836.25,6844.00,11349
3/2/2026,01:45:00,6844.00,6848.75,6838.25,6844.25,8156
3/2/2026,02:00:00,6844.50,6844.75,6831.75,6834.00,8870
3/2/2026,02:15:00,6834.50,6839.50,6822.00,6833.50,25125
3/2/2026,02:30:00,6833.50,6835.00,6818.25,6821.00,18607
3/2/2026,02:45:00,6821.00,6843.00,6820.25,6839.75,19824
3/2/2026,03:00:00,6839.75,6850.00,6836.75,6842.00,11640
3/2/2026,03:15:00,6841.75,6861.50,6839.00,6859.00,16580
3/2/2026,03:30:00,6858.75,6867.25,6858.75,6863.25,14030
3/2/2026,03:45:00,6863.25,6868.25,6857.25,6863.50,11355
3/2/2026,04:00:00,6863.50,6864.50,6859.50,6862.25,7747
3/2/2026,04:15:00,6862.00,6876.25,6861.75,6867.00,17406
3/2/2026,04:30:00,6866.75,6873.25,6863.50,6869.75,8348
3/2/2026,04:45:00,6870.00,6876.00,6869.00,6874.50,8336
3/2/2026,05:00:00,6874.75,6875.25,6865.25,6868.75,5692
3/2/2026,05:15:00,6868.75,6871.25,6863.50,6865.00,5853
3/2/2026,05:30:00,6865.00,6870.75,6862.00,6866.50,5695
3/2/2026,05:45:00,6866.50,6874.50,6866.50,6871.75,5545
3/2/2026,06:00:00,6871.75,6881.00,6866.25,6869.50,11411
3/2/2026,06:15:00,6869.25,6874.25,6859.00,6865.00,11612
3/2/2026,06:30:00,6864.75,6864.75,6858.00,6860.00,5391
3/2/2026,06:45:00,6860.25,6865.75,6857.00,6860.25,5903
3/2/2026,07:00:00,6860.50,6867.25,6854.75,6860.75,8846
3/2/2026,07:15:00,6861.00,6869.25,6857.25,6863.00,10574
3/2/2026,07:30:00,6863.50,6883.25,6862.75,6872.75,14458
3/2/2026,07:45:00,6872.25,6874.50,6860.50,6863.25,10309
3/2/2026,08:00:00,6863.25,6867.75,6854.00,6857.50,12984
3/2/2026,08:15:00,6857.50,6863.25,6854.00,6858.50,15097
3/2/2026,08:30:00,6858.50,6861.75,6851.75,6860.75,19254
3/2/2026,08:45:00,6860.75,6898.75,6854.00,6894.75,111423
3/2/2026,09:00:00,6894.75,6907.75,6891.25,6903.50,77868
3/2/2026,09:15:00,6903.25,6927.25,6893.25,6923.25,86357
3/2/2026,09:30:00,6923.25,6927.75,6904.50,6908.25,78281
3/2/2026,09:45:00,6908.25,6917.50,6897.75,6917.00,68509
3/2/2026,10:00:00,6916.75,6922.50,6905.25,6916.00,54439
3/2/2026,10:15:00,6915.75,6930.50,6910.25,6927.25,50803
3/2/2026,10:30:00,6927.00,6927.50,6903.25,6906.25,52894
3/2/2026,10:45:00,6906.25,6939.75,6902.75,6938.50,65524
3/2/2026,11:00:00,6938.75,6944.25,6933.25,6936.50,43155
3/2/2026,11:15:00,6936.75,6940.50,6931.25,6938.00,27251
3/2/2026,11:30:00,6938.00,6946.25,6937.50,6939.00,27806
3/2/2026,11:45:00,6939.00,6943.25,6935.00,6941.25,26182
3/2/2026,12:00:00,6941.25,6947.50,6939.75,6946.50,20556
3/2/2026,12:15:00,6946.50,6948.50,6942.50,6944.50,16276
3/2/2026,12:30:00,6944.25,6944.25,6935.50,6941.50,19731
3/2/2026,12:45:00,6941.50,6942.50,6931.75,6936.25,21744
3/2/2026,13:00:00,6936.25,6936.50,6926.25,6926.50,24694
3/2/2026,13:15:00,6926.75,6944.00,6925.75,6943.50,26824
3/2/2026,13:30:00,6943.25,6957.25,6943.25,6956.50,38745
3/2/2026,13:45:00,6956.50,6960.75,6954.00,6955.00,22831
3/2/2026,14:00:00,6955.00,6959.50,6954.75,6956.25,13967
3/2/2026,14:15:00,6956.50,6957.50,6925.00,6926.50,62374
3/2/2026,14:30:00,6926.25,6939.75,6922.50,6927.25,52592
3/2/2026,14:45:00,6927.50,6938.25,6925.75,6936.50,33023
3/2/2026,15:00:00,6936.25,6947.00,6933.50,6937.00,61388
3/2/2026,15:15:00,6937.00,6938.00,6928.25,6932.75,19203
3/2/2026,15:30:00,6932.50,6933.00,6928.50,6931.75,4127
3/2/2026,15:45:00,6931.75,6935.00,6931.50,6934.25,2904
3/2/2026,16:00:00,6934.25,6935.00,6928.50,6933.75,5256
3/2/2026,17:15:00,6932.00,6936.00,6926.25,6927.50,7458
3/2/2026,17:30:00,6927.50,6928.25,6920.25,6923.75,7884
3/2/2026,17:45:00,6924.25,6926.50,6921.00,6921.50,4512
3/2/2026,18:00:00,6921.50,6928.25,6921.25,6926.50,5149
3/2/2026,18:15:00,6926.75,6929.50,6920.25,6921.75,8137
3/2/2026,18:30:00,6921.75,6923.25,6917.25,6919.75,6486
3/2/2026,18:45:00,6920.25,6921.25,6917.50,6921.00,3107
3/2/2026,19:00:00,6921.00,6921.25,6915.75,6917.00,3845
3/2/2026,19:15:00,6917.00,6922.50,6911.25,6920.00,7748
3/2/2026,19:30:00,6920.75,6925.25,6915.50,6915.75,7835
3/2/2026,19:45:00,6916.25,6918.75,6910.75,6913.00,7459
3/2/2026,20:00:00,6913.50,6913.75,6903.25,6904.25,7759
3/2/2026,20:15:00,6904.00,6905.25,6895.25,6898.50,13698
3/2/2026,20:30:00,6898.75,6899.50,6889.75,6895.00,11029
3/2/2026,20:45:00,6895.50,6905.50,6894.50,6902.00,9290
3/2/2026,21:00:00,6902.00,6905.25,6898.50,6900.00,5816
3/2/2026,21:15:00,6900.25,6905.00,6896.50,6900.25,6148
3/2/2026,21:30:00,6900.25,6901.75,6892.75,6894.25,4546
3/2/2026,21:45:00,6894.50,6904.25,6891.25,6902.25,7384
3/2/2026,22:00:00,6902.50,6905.50,6896.75,6898.50,5185
